"cpv_code","cpv_label","level","division_code","division_label","parent_code","parent_label","category","related_concepts","embedding_text"
"80490000-5","Operation of an educational centre","4","80000000-4","Education and training services","80400000-8","Adult and other education services","Adult and other education services","various; school; learning; adult; education; university; level; operation; educational; centre","CPV code: 80490000-5
Label: Operation of an educational centre
Category: Adult and other education services
Division: Education and training services
Hierarchy: Education and training services > Adult and other education services > Operation of an educational centre
Related concepts: various; school; learning; adult; education; university; level; operation; educational; centre"
"80500000-9","Training services","3","80000000-4","Education and training services","80000000-4","Education and training services","Education and training services","specialist; training; facilities; vocational; environmental; safety; health; first","CPV code: 80500000-9
Label: Training services
Category: Education and training services
Division: Education and training services
Hierarchy: Education and training services > Training services
Related concepts: specialist; training; facilities; vocational; environmental; safety; health; first"
"80510000-2","Specialist training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","staff; training; dog; horse; riding; school; specialist","CPV code: 80510000-2
Label: Specialist training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Specialist training services
Related concepts: staff; training; dog; horse; riding; school; specialist"
"80520000-5","Training facilities","4","80000000-4","Education and training services","80500000-9","Training services","Training services","training; programme; seminars; facilities","CPV code: 80520000-5
Label: Training facilities
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Training facilities
Related concepts: training; programme; seminars; facilities"
"80530000-8","Vocational training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","industrial; technical; training; management; computer; user; familiarisation; vocational","CPV code: 80530000-8
Label: Vocational training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Vocational training services
Related concepts: industrial; technical; training; management; computer; user; familiarisation; vocational"
"80540000-1","Environmental training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","specialist; training; facilities; vocational; safety; health; first; aid; environmental","CPV code: 80540000-1
Label: Environmental training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Environmental training services
Related concepts: specialist; training; facilities; vocational; safety; health; first; aid; environmental"
"80550000-4","Safety training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","specialist; training; facilities; vocational; environmental; health; first; aid; safety","CPV code: 80550000-4
Label: Safety training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Safety training services
Related concepts: specialist; training; facilities; vocational; environmental; health; first; aid; safety"
"80560000-7","Health and first-aid training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","health; training; first; aid","CPV code: 80560000-7
Label: Health and first-aid training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Health and first-aid training services
Related concepts: health; training; first; aid"
"80570000-0","Personal development training services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","specialist; training; facilities; vocational; environmental; safety; health; first; personal; development","CPV code: 80570000-0
Label: Personal development training services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Personal development training services
Related concepts: specialist; training; facilities; vocational; environmental; safety; health; first; personal; development"
"80580000-3","Provision of language courses","4","80000000-4","Education and training services","80500000-9","Training services","Training services","specialist; training; facilities; vocational; environmental; safety; health; first; provision; language","CPV code: 80580000-3
Label: Provision of language courses
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Provision of language courses
Related concepts: specialist; training; facilities; vocational; environmental; safety; health; first; provision; language"
"80590000-6","Tutorial services","4","80000000-4","Education and training services","80500000-9","Training services","Training services","specialist; training; facilities; vocational; environmental; safety; health; first; tutorial","CPV code: 80590000-6
Label: Tutorial services
Category: Training services
Division: Education and training services
Hierarchy: Education and training services > Training services > Tutorial services
Related concepts: specialist; training; facilities; vocational; environmental; safety; health; first; tutorial"
"80600000-0","Training services in defence and security materials","3","80000000-4","Education and training services","80000000-4","Education and training services","Education and training services","training; simulation; security; firearms; ammunition; military; vehicles; warships; defence; materials","CPV code: 80600000-0
Label: Training services in defence and security materials
Category: Education and training services
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials
Related concepts: training; simulation; security; firearms; ammunition; military; vehicles; warships; defence; materials"
"80610000-3","Training and simulation in security equipment","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; firearms; ammunition; military; vehicles; warships; aircrafts; security","CPV code: 80610000-3
Label: Training and simulation in security equipment
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in security equipment
Related concepts: training; simulation; firearms; ammunition; military; vehicles; warships; aircrafts; security"
"80620000-6","Training and simulation in firearms and ammunition","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; security; military; vehicles; warships; aircrafts; missiles; firearms; ammunition","CPV code: 80620000-6
Label: Training and simulation in firearms and ammunition
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in firearms and ammunition
Related concepts: training; simulation; security; military; vehicles; warships; aircrafts; missiles; firearms; ammunition"
"80630000-9","Training and simulation in military vehicles","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; security; firearms; ammunition; warships; aircrafts; missiles; military; vehicles","CPV code: 80630000-9
Label: Training and simulation in military vehicles
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in military vehicles
Related concepts: training; simulation; security; firearms; ammunition; warships; aircrafts; missiles; military; vehicles"
"80640000-2","Training and simulation in warships","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; security; firearms; ammunition; military; vehicles; aircrafts; warships","CPV code: 80640000-2
Label: Training and simulation in warships
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in warships
Related concepts: training; simulation; security; firearms; ammunition; military; vehicles; aircrafts; warships"
"80650000-5","Training and simulation in aircrafts, missiles and spacecrafts","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; security; firearms; ammunition; military; vehicles; warships; aircrafts; missiles","CPV code: 80650000-5
Label: Training and simulation in aircrafts, missiles and spacecrafts
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in aircrafts, missiles and spacecrafts
Related concepts: training; simulation; security; firearms; ammunition; military; vehicles; warships; aircrafts; missiles"
"80660000-8","Training and simulation in military electronic systems","4","80000000-4","Education and training services","80600000-0","Training services in defence and security materials","Training services in defence and security materials","training; simulation; security; firearms; ammunition; military; vehicles; warships; electronic","CPV code: 80660000-8
Label: Training and simulation in military electronic systems
Category: Training services in defence and security materials
Division: Education and training services
Hierarchy: Education and training services > Training services in defence and security materials > Training and simulation in military electronic systems
Related concepts: training; simulation; security; firearms; ammunition; military; vehicles; warships; electronic"
"85000000-9","Health and social work services","2","85000000-9","Health and social work services","80000000-4","Education and training services","Education and training services","health; veterinary; social","CPV code: 85000000-9
Label: Health and social work services
Category: Education and training services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services
Related concepts: health; veterinary; social"
"85100000-0","Health services","3","85000000-9","Health and social work services","85000000-9","Health and social work services","Health and social work services","hospital; medical; practice; dental; health; imaging; optician","CPV code: 85100000-0
Label: Health services
Category: Health and social work services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services
Related concepts: hospital; medical; practice; dental; health; imaging; optician"
"85110000-3","Hospital and related services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","hospital","CPV code: 85110000-3
Label: Hospital and related services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Hospital and related services
Related concepts: hospital"
"85120000-6","Medical practice and related services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","medical; practice","CPV code: 85120000-6
Label: Medical practice and related services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Medical practice and related services
Related concepts: medical; practice"
"85130000-9","Dental practice and related services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","dental; practice","CPV code: 85130000-9
Label: Dental practice and related services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Dental practice and related services
Related concepts: dental; practice"
"85140000-2","Miscellaneous health services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","provided; medical; personnel; paramedical; ambulance; residential; health; facilities","CPV code: 85140000-2
Label: Miscellaneous health services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Miscellaneous health services
Related concepts: provided; medical; personnel; paramedical; ambulance; residential; health; facilities"
"85150000-5","Medical imaging services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","hospital; medical; practice; dental; health; optician; acupuncture; chiropractor; imaging","CPV code: 85150000-5
Label: Medical imaging services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Medical imaging services
Related concepts: hospital; medical; practice; dental; health; optician; acupuncture; chiropractor; imaging"
"85160000-8","Optician services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","hospital; medical; practice; dental; health; imaging; acupuncture; chiropractor; optician","CPV code: 85160000-8
Label: Optician services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Optician services
Related concepts: hospital; medical; practice; dental; health; imaging; acupuncture; chiropractor; optician"
"85170000-1","Acupuncture and chiropractor services","4","85000000-9","Health and social work services","85100000-0","Health services","Health services","acupuncture; chiropractor","CPV code: 85170000-1
Label: Acupuncture and chiropractor services
Category: Health services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Health services > Acupuncture and chiropractor services
Related concepts: acupuncture; chiropractor"
"85200000-1","Veterinary services","3","85000000-9","Health and social work services","85000000-9","Health and social work services","Health and social work services","domestic; animal; nurseries; veterinary","CPV code: 85200000-1
Label: Veterinary services
Category: Health and social work services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Veterinary services
Related concepts: domestic; animal; nurseries; veterinary"
"85210000-3","Domestic animal nurseries","4","85000000-9","Health and social work services","85200000-1","Veterinary services","Veterinary services","domestic; animal; nurseries","CPV code: 85210000-3
Label: Domestic animal nurseries
Category: Veterinary services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Veterinary services > Domestic animal nurseries
Related concepts: domestic; animal; nurseries"
"85300000-2","Social work and related services","3","85000000-9","Health and social work services","85000000-9","Health and social work services","Health and social work services","social","CPV code: 85300000-2
Label: Social work and related services
Category: Health and social work services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Social work and related services
Related concepts: social"
"85310000-5","Social work services","4","85000000-9","Health and social work services","85300000-2","Social work and related services","Social work and related services","social; accommodation; without","CPV code: 85310000-5
Label: Social work services
Category: Social work and related services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Social work and related services > Social work services
Related concepts: social; accommodation; without"
"85320000-8","Social services","4","85000000-9","Health and social work services","85300000-2","Social work and related services","Social work and related services","administrative; social; community; action; programme; health","CPV code: 85320000-8
Label: Social services
Category: Social work and related services
Division: Health and social work services
Hierarchy: Education and training services > Health and social work services > Social work and related services > Social services
Related concepts: administrative; social; community; action; programme; health"
"90000000-7","Sewage, refuse, cleaning and environmental services","1","90000000-7","Sewage, refuse, cleaning and environmental services","","","Sewage, refuse, cleaning and environmental services","sewage; refuse; waste; cleaning; sanitation; urban; rural; areas; environmental","CPV code: 90000000-7
Label: Sewage, refuse, cleaning and environmental services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services
Related concepts: sewage; refuse; waste; cleaning; sanitation; urban; rural; areas; environmental"
"90400000-1","Sewage services","3","90000000-7","Sewage, refuse, cleaning and environmental services","90000000-7","Sewage, refuse, cleaning and environmental services","Sewage, refuse, cleaning and environmental services","sewage; removal; treatment; disposal; cesspools; septic; tanks; cesspool","CPV code: 90400000-1
Label: Sewage services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services
Related concepts: sewage; removal; treatment; disposal; cesspools; septic; tanks; cesspool"
"90410000-4","Sewage removal services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; treatment; disposal; cesspools; septic; tanks; cesspool; tank; removal","CPV code: 90410000-4
Label: Sewage removal services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewage removal services
Related concepts: sewage; treatment; disposal; cesspools; septic; tanks; cesspool; tank; removal"
"90420000-7","Sewage treatment services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; disposal; treatment; cesspools; septic; tanks; cesspool","CPV code: 90420000-7
Label: Sewage treatment services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewage treatment services
Related concepts: sewage; removal; disposal; treatment; cesspools; septic; tanks; cesspool"
"90430000-0","Sewage disposal services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; treatment; cesspools; septic; tanks; cesspool; tank; disposal","CPV code: 90430000-0
Label: Sewage disposal services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewage disposal services
Related concepts: sewage; removal; treatment; cesspools; septic; tanks; cesspool; tank; disposal"
"90440000-3","Treatment services of cesspools","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; treatment; disposal; septic; tanks; cesspool; tank; cesspools","CPV code: 90440000-3
Label: Treatment services of cesspools
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Treatment services of cesspools
Related concepts: sewage; removal; treatment; disposal; septic; tanks; cesspool; tank; cesspools"
"90450000-6","Treatment services of septic tanks","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; treatment; disposal; cesspools; cesspool; septic; tank; tanks","CPV code: 90450000-6
Label: Treatment services of septic tanks
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Treatment services of septic tanks
Related concepts: sewage; removal; treatment; disposal; cesspools; cesspool; septic; tank; tanks"
"90460000-9","Cesspool or septic tank emptying services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; treatment; disposal; cesspools; septic; tanks; sewer; cesspool; tank","CPV code: 90460000-9
Label: Cesspool or septic tank emptying services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Cesspool or septic tank emptying services
Related concepts: sewage; removal; treatment; disposal; cesspools; septic; tanks; sewer; cesspool; tank"
"90470000-2","Sewer cleaning services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewage; removal; treatment; disposal; cesspools; septic; tanks; cesspool; sewer; cleaning","CPV code: 90470000-2
Label: Sewer cleaning services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewer cleaning services
Related concepts: sewage; removal; treatment; disposal; cesspools; septic; tanks; cesspool; sewer; cleaning"
"90480000-5","Sewerage management services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","operation; sewage; plant; sewerage; management","CPV code: 90480000-5
Label: Sewerage management services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewerage management services
Related concepts: operation; sewage; plant; sewerage; management"
"90490000-8","Sewer survey and sewage treatment consultancy services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90400000-1","Sewage services","Sewage services","sewer; survey; sewage; treatment; consultancy","CPV code: 90490000-8
Label: Sewer survey and sewage treatment consultancy services
Category: Sewage services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Sewage services > Sewer survey and sewage treatment consultancy services
Related concepts: sewer; survey; sewage; treatment; consultancy"
"90500000-2","Refuse and waste related services","3","90000000-7","Sewage, refuse, cleaning and environmental services","90000000-7","Sewage, refuse, cleaning and environmental services","Sewage, refuse, cleaning and environmental services","refuse; disposal; treatment; radioactive; toxic; medical; hazardous; waste","CPV code: 90500000-2
Label: Refuse and waste related services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Refuse and waste related services
Related concepts: refuse; disposal; treatment; radioactive; toxic; medical; hazardous; waste"
"90510000-5","Refuse disposal and treatment","4","90000000-7","Sewage, refuse, cleaning and environmental services","90500000-2","Refuse and waste related services","Refuse and waste related services","refuse; collection; transport; non; hazardous; waste; treatment; disposal","CPV code: 90510000-5
Label: Refuse disposal and treatment
Category: Refuse and waste related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Refuse and waste related services > Refuse disposal and treatment
Related concepts: refuse; collection; transport; non; hazardous; waste; treatment; disposal"
"90520000-8","Radioactive-, toxic-, medical- and hazardous waste services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90500000-2","Refuse and waste related services","Refuse and waste related services","radioactive; waste; treatment; relating; contaminated; soil; toxic; disposal; medical; hazardous","CPV code: 90520000-8
Label: Radioactive-, toxic-, medical- and hazardous waste services
Category: Refuse and waste related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Refuse and waste related services > Radioactive-, toxic-, medical- and hazardous waste services
Related concepts: radioactive; waste; treatment; relating; contaminated; soil; toxic; disposal; medical; hazardous"
"90530000-1","Operation of a refuse site","4","90000000-7","Sewage, refuse, cleaning and environmental services","90500000-2","Refuse and waste related services","Refuse and waste related services","landfill; management; coal; tip; waste; operation; refuse; site","CPV code: 90530000-1
Label: Operation of a refuse site
Category: Refuse and waste related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Refuse and waste related services > Operation of a refuse site
Related concepts: landfill; management; coal; tip; waste; operation; refuse; site"
"90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","3","90000000-7","Sewage, refuse, cleaning and environmental services","90000000-7","Sewage, refuse, cleaning and environmental services","Sewage, refuse, cleaning and environmental services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; sanitation; urban","CPV code: 90600000-3
Label: Cleaning and sanitation services in urban or rural areas, and related services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; sanitation; urban"
"90610000-6","Street-cleaning and sweeping services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping","CPV code: 90610000-6
Label: Street-cleaning and sweeping services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Street-cleaning and sweeping services
Related concepts: street; cleaning; sweeping"
"90620000-9","Snow-clearing services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; ice; clearing; gully; emptying; asbestos; snow","CPV code: 90620000-9
Label: Snow-clearing services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Snow-clearing services
Related concepts: street; cleaning; sweeping; ice; clearing; gully; emptying; asbestos; snow"
"90630000-2","Ice-clearing services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; gully; emptying; asbestos; ice","CPV code: 90630000-2
Label: Ice-clearing services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Ice-clearing services
Related concepts: street; cleaning; sweeping; snow; clearing; gully; emptying; asbestos; ice"
"90640000-5","Gully cleaning and emptying services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","gully; cleaning; emptying","CPV code: 90640000-5
Label: Gully cleaning and emptying services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Gully cleaning and emptying services
Related concepts: gully; cleaning; emptying"
"90650000-8","Asbestos removal services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; asbestos; removal","CPV code: 90650000-8
Label: Asbestos removal services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Asbestos removal services
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; asbestos; removal"
"90660000-1","Deleading services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; deleading","CPV code: 90660000-1
Label: Deleading services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Deleading services
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; deleading"
"90670000-4","Disinfecting and exterminating services in urban or rural areas","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; disinfecting; exterminating","CPV code: 90670000-4
Label: Disinfecting and exterminating services in urban or rural areas
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Disinfecting and exterminating services in urban or rural areas
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; disinfecting; exterminating"
"90680000-7","Beach cleaning services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; beach","CPV code: 90680000-7
Label: Beach cleaning services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Beach cleaning services
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; beach"
"90690000-0","Graffiti removal services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90600000-3","Cleaning and sanitation services in urban or rural areas, and related services","Cleaning and sanitation services in urban or rural areas, and related services","street; cleaning; sweeping; snow; clearing; ice; gully; emptying; graffiti; removal","CPV code: 90690000-0
Label: Graffiti removal services
Category: Cleaning and sanitation services in urban or rural areas, and related services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services in urban or rural areas, and related services > Graffiti removal services
Related concepts: street; cleaning; sweeping; snow; clearing; ice; gully; emptying; graffiti; removal"
"90700000-4","Environmental services","3","90000000-7","Sewage, refuse, cleaning and environmental services","90000000-7","Sewage, refuse, cleaning and environmental services","Sewage, refuse, cleaning and environmental services","environmental; management; protection; pollution; tracking; monitoring; rehabilitation; pollutants","CPV code: 90700000-4
Label: Environmental services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Environmental services
Related concepts: environmental; management; protection; pollution; tracking; monitoring; rehabilitation; pollutants"
"90710000-7","Environmental management","4","90000000-7","Sewage, refuse, cleaning and environmental services","90700000-4","Environmental services","Environmental services","environmental; impact; assessment; than; planning; issues; consultancy; auditing; management","CPV code: 90710000-7
Label: Environmental management
Category: Environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Environmental services > Environmental management
Related concepts: environmental; impact; assessment; than; planning; issues; consultancy; auditing; management"
"90720000-0","Environmental protection","4","90000000-7","Sewage, refuse, cleaning and environmental services","90700000-4","Environmental services","Environmental services","environmental; safety; rehabilitation; protection","CPV code: 90720000-0
Label: Environmental protection
Category: Environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Environmental services > Environmental protection
Related concepts: environmental; safety; rehabilitation; protection"
"90730000-3","Pollution tracking and monitoring and rehabilitation","4","90000000-7","Sewage, refuse, cleaning and environmental services","90700000-4","Environmental services","Environmental services","air; pollution; soil; water; tracking; monitoring; rehabilitation","CPV code: 90730000-3
Label: Pollution tracking and monitoring and rehabilitation
Category: Environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Environmental services > Pollution tracking and monitoring and rehabilitation
Related concepts: air; pollution; soil; water; tracking; monitoring; rehabilitation"
"90740000-6","Pollutants tracking and monitoring and rehabilitation services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90700000-4","Environmental services","Environmental services","oil; pollution; noise; toxic; substances; pollutants; tracking; monitoring; rehabilitation","CPV code: 90740000-6
Label: Pollutants tracking and monitoring and rehabilitation services
Category: Environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Environmental services > Pollutants tracking and monitoring and rehabilitation services
Related concepts: oil; pollution; noise; toxic; substances; pollutants; tracking; monitoring; rehabilitation"
"90900000-6","Cleaning and sanitation services","3","90000000-7","Sewage, refuse, cleaning and environmental services","90000000-7","Sewage, refuse, cleaning and environmental services","Sewage, refuse, cleaning and environmental services","cleaning; facility; sanitation","CPV code: 90900000-6
Label: Cleaning and sanitation services
Category: Sewage, refuse, cleaning and environmental services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services
Related concepts: cleaning; facility; sanitation"
"90910000-9","Cleaning services","4","90000000-7","Sewage, refuse, cleaning and environmental services","90900000-6","Cleaning and sanitation services","Cleaning and sanitation services","accommodation; building; window; cleaning; blast; tubular; structures; tank","CPV code: 90910000-9
Label: Cleaning services
Category: Cleaning and sanitation services
Division: Sewage, refuse, cleaning and environmental services
Hierarchy: Sewage, refuse, cleaning and environmental services > Cleaning and sanitation services > Cleaning services
Related concepts: accommodation; building; window; cleaning; blast; tubular; structures; tank"
